タイムスタンプ,ランサーズのユーザー名を入力してください,あなたの性別は女性ですか？,年齢,上記の説明を読んだ上で、研究へのご協力にご承諾いただけますでしょうか？,No.1の画像があなたの好みであるかを0から10で評価してください．,No.2の画像があなたの好みであるかを0から10で評価してください．,No.3の画像があなたの好みであるかを0から10で評価してください．,No.4の画像があなたの好みであるかを0から10で評価してください．,No.5の画像があなたの好みであるかを0から10で評価してください．,No.6の画像があなたの好みであるかを0から10で評価してください．,No.7の画像があなたの好みであるかを0から10で評価してください．,No.8の画像があなたの好みであるかを0から10で評価してください．,No.9の画像があなたの好みであるかを0から10で評価してください．,No.10の画像があなたの好みであるかを0から10で評価してください．,No.11の画像があなたの好みであるかを0から10で評価してください．,No.12の画像があなたの好みであるかを0から10で評価してください．,No.13の画像があなたの好みであるかを0から10で評価してください．,No.14の画像があなたの好みであるかを0から10で評価してください．,No.15の画像があなたの好みであるかを0から10で評価してください．,No.16の画像があなたの好みであるかを0から10で評価してください．,No.17の画像があなたの好みであるかを0から10で評価してください．,No.18の画像があなたの好みであるかを0から10で評価してください．,No.19の画像があなたの好みであるかを0から10で評価してください．,No.20の画像があなたの好みであるかを0から10で評価してください．,No.21の画像があなたの好みであるかを0から10で評価してください．,No.22の画像があなたの好みであるかを0から10で評価してください．,No.23の画像があなたの好みであるかを0から10で評価してください．,No.24の画像があなたの好みであるかを0から10で評価してください．,No.25の画像があなたの好みであるかを0から10で評価してください．,No.26の画像があなたの好みであるかを0から10で評価してください．,No.27の画像があなたの好みであるかを0から10で評価してください．,No.28の画像があなたの好みであるかを0から10で評価してください．,No.29の画像があなたの好みであるかを0から10で評価してください．,No.30の画像があなたの好みであるかを0から10で評価してください．,No.31の画像があなたの好みであるかを0から10で評価してください．,No.32の画像があなたの好みであるかを0から10で評価してください．,No.33の画像があなたの好みであるかを0から10で評価してください．,No.34の画像があなたの好みであるかを0から10で評価してください．,No.35の画像があなたの好みであるかを0から10で評価してください．,No.36の画像があなたの好みであるかを0から10で評価してください．,No.37の画像があなたの好みであるかを0から10で評価してください．,No.38の画像があなたの好みであるかを0から10で評価してください．,No.39の画像があなたの好みであるかを0から10で評価してください．,No.40の画像があなたの好みであるかを0から10で評価してください．,No.41の画像があなたの好みであるかを0から10で評価してください．,No.42の画像があなたの好みであるかを0から10で評価してください．,No.43の画像があなたの好みであるかを0から10で評価してください．,No.44の画像があなたの好みであるかを0から10で評価してください．,No.45の画像があなたの好みであるかを0から10で評価してください．,No.46の画像があなたの好みであるかを0から10で評価してください．,No.47の画像があなたの好みであるかを0から10で評価してください．,No.48の画像があなたの好みであるかを0から10で評価してください．,No.49の画像があなたの好みであるかを0から10で評価してください．,No.50の画像があなたの好みであるかを0から10で評価してください．,No.51の画像があなたの好みであるかを0から10で評価してください．,No.52の画像があなたの好みであるかを0から10で評価してください．,No.53の画像があなたの好みであるかを0から10で評価してください．,No.54の画像があなたの好みであるかを0から10で評価してください．,No.55の画像があなたの好みであるかを0から10で評価してください．,No.56の画像があなたの好みであるかを0から10で評価してください．,No.57の画像があなたの好みであるかを0から10で評価してください．,No.58の画像があなたの好みであるかを0から10で評価してください．,No.59の画像があなたの好みであるかを0から10で評価してください．,No.60の画像があなたの好みであるかを0から10で評価してください．,No.61の画像があなたの好みであるかを0から10で評価してください．,No.62の画像があなたの好みであるかを0から10で評価してください．,No.63の画像があなたの好みであるかを0から10で評価してください．,No.64の画像があなたの好みであるかを0から10で評価してください．,No.65の画像があなたの好みであるかを0から10で評価してください．,No.66の画像があなたの好みであるかを0から10で評価してください．,No.67の画像があなたの好みであるかを0から10で評価してください．,No.68の画像があなたの好みであるかを0から10で評価してください．,No.69の画像があなたの好みであるかを0から10で評価してください．,No.70の画像があなたの好みであるかを0から10で評価してください．,No.71の画像があなたの好みであるかを0から10で評価してください．,No.72の画像があなたの好みであるかを0から10で評価してください．,No.73の画像があなたの好みであるかを0から10で評価してください．,No.74の画像があなたの好みであるかを0から10で評価してください．,No.75の画像があなたの好みであるかを0から10で評価してください．,No.76の画像があなたの好みであるかを0から10で評価してください．,No.77の画像があなたの好みであるかを0から10で評価してください．,No.78の画像があなたの好みであるかを0から10で評価してください．,No.79の画像があなたの好みであるかを0から10で評価してください．,No.80の画像があなたの好みであるかを0から10で評価してください．,No.81の画像があなたの好みであるかを0から10で評価してください．,No.82の画像があなたの好みであるかを0から10で評価してください．,No.83の画像があなたの好みであるかを0から10で評価してください．,No.84の画像があなたの好みであるかを0から10で評価してください．,No.85の画像があなたの好みであるかを0から10で評価してください．,No.86の画像があなたの好みであるかを0から10で評価してください．,No.87の画像があなたの好みであるかを0から10で評価してください．,No.88の画像があなたの好みであるかを0から10で評価してください．,No.89の画像があなたの好みであるかを0から10で評価してください．,No.90の画像があなたの好みであるかを0から10で評価してください．,No.91の画像があなたの好みであるかを0から10で評価してください．,No.92の画像があなたの好みであるかを0から10で評価してください．,No.93の画像があなたの好みであるかを0から10で評価してください．,No.94の画像があなたの好みであるかを0から10で評価してください．,No.95の画像があなたの好みであるかを0から10で評価してください．,No.96の画像があなたの好みであるかを0から10で評価してください．,No.97の画像があなたの好みであるかを0から10で評価してください．,No.98の画像があなたの好みであるかを0から10で評価してください．,No.99の画像があなたの好みであるかを0から10で評価してください．,No.100の画像があなたの好みであるかを0から10で評価してください．,普段あなたはドレスを着用しますか？,あなたは服にこだわりがありますか？,確認用コードをコピーし，ランサーズ側のアンケートに貼り付けましたか？
9/13/2022 7:19:09,Zacchi,はい,39,はい,6,1,3,2,2,5,1,2,1,0,6,2,0,1,0,1,3,6,3,4,0,0,3,4,0,1,4,3,4,0,1,2,0,0,7,5,4,8,8,9,1,0,1,7,4,1,6,7,2,5,8,5,3,7,0,0,0,1,3,1,1,0,0,3,2,1,9,2,8,9,9,3,2,0,2,7,9,10,8,1,3,6,5,3,1,0,2,7,6,1,7,8,4,6,0,1,0,5,0,3,全く着用しない,非常にこだわりがある,はい
9/13/2022 7:19:32,makkiron,はい,50,はい,9,8,2,2,8,6,2,6,3,3,1,3,3,3,5,4,3,3,3,7,4,2,3,3,3,2,4,8,9,4,9,3,8,3,8,5,9,5,5,4,2,2,3,8,7,9,3,3,3,4,3,3,2,3,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,8,1,7,2,3,3,3,3,3,2,4,2,2,2,8,5,3,2,2,2,8,8,2,2,2,8,0,4,全く着用しない,あまりこだわりがない,はい
9/13/2022 7:20:27,Riyua,はい,49,はい,2,2,3,2,3,3,3,2,3,2,4,2,3,3,2,3,3,3,2,4,4,3,4,3,3,3,2,3,3,2,3,4,3,2,3,4,5,4,5,3,3,2,2,3,3,3,3,3,2,4,3,3,3,3,3,3,2,4,3,4,3,3,3,3,2,3,4,3,4,5,4,3,4,3,5,4,6,4,3,3,3,3,5,4,4,4,4,4,4,4,3,3,3,4,3,4,3,6,4,4,全く着用しない,ややこだわりがある,はい
9/13/2022 7:20:55,mas_529,はい,46,はい,5,3,4,5,5,1,5,5,4,3,5,4,5,4,5,5,6,5,4,3,6,5,3,4,7,5,3,1,6,2,1,1,8,1,4,6,5,4,2,4,4,3,0,5,3,6,5,4,2,5,4,3,0,3,3,2,2,5,5,1,1,3,5,5,3,4,6,3,5,5,5,6,5,0,6,5,7,6,5,4,5,5,5,1,4,0,7,6,3,2,6,5,4,6,4,6,2,2,0,6,全く着用しない,どちらとも言えない,はい
9/13/2022 7:21:54,p-kijiko,はい,42,はい,5,2,1,2,2,3,2,1,2,3,5,2,1,2,1,0,3,3,3,2,1,3,4,5,1,2,1,1,4,2,2,3,1,0,2,2,4,4,3,2,0,0,1,1,0,5,4,4,2,3,2,2,0,5,0,4,2,5,5,1,3,2,2,1,1,1,4,2,5,5,5,2,3,1,6,5,6,2,1,2,1,1,3,1,2,1,5,5,1,2,2,2,1,1,1,3,1,0,0,2,月に1~2回,ややこだわりがある,はい
9/13/2022 7:22:57,ohagi-botako,はい,42,はい,4,2,4,4,3,3,1,2,3,1,4,2,2,0,2,2,1,2,2,3,4,3,4,3,2,1,1,3,3,0,1,2,2,0,2,0,4,3,2,2,1,1,0,3,2,4,2,2,1,3,2,2,3,1,0,0,0,1,4,3,3,0,1,3,1,1,3,1,6,5,4,2,3,0,4,2,5,3,3,2,2,2,2,0,0,0,3,5,1,0,0,1,2,3,0,1,2,2,0,1,全く着用しない,どちらとも言えない,はい
9/13/2022 7:26:49,piyopiyohiyoko,はい,35,はい,3,7,4,6,6,3,3,3,5,1,8,2,6,4,8,4,3,3,4,3,3,2,7,8,3,4,7,3,7,2,6,6,2,2,1,3,2,10,6,6,1,2,3,1,2,6,2,2,1,6,7,1,0,6,0,0,4,8,8,1,4,1,2,7,1,1,9,2,9,9,7,5,1,0,6,6,8,7,3,2,3,7,2,2,6,1,3,8,2,1,9,4,5,2,2,6,2,1,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 7:27:07,rosarie,はい,47,はい,5,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,3,2,1,0,0,0,2,2,1,0,0,0,6,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,7,5,1,4,0,7,0,4,0,0,0,0,4,0,0,0,0,4,2,3,0,0,0,2,5,0,0,0,0,0,1,全く着用しない,どちらとも言えない,はい
9/13/2022 7:30:28,DNF38,はい,40,はい,7,2,3,6,7,5,2,2,4,6,5,4,6,7,8,8,7,5,4,5,4,4,5,4,9,4,4,4,7,3,4,7,9,1,5,6,10,5,7,7,3,2,1,8,7,7,6,5,4,6,4,7,0,1,6,5,3,6,8,2,4,6,5,4,4,4,4,5,5,4,6,6,4,3,6,6,6,4,3,4,5,7,7,1,9,6,9,6,9,6,4,5,5,8,7,9,5,6,0,9,全く着用しない,ややこだわりがある,はい
9/13/2022 7:31:50,keiri_toride,はい,32,はい,7,3,2,1,5,8,1,6,7,0,4,1,0,1,4,2,3,2,4,5,4,2,3,4,1,1,0,6,8,0,1,0,1,0,2,2,6,7,1,6,0,0,1,6,4,6,4,6,1,6,6,0,0,0,0,0,1,7,8,3,5,3,2,8,0,6,7,5,9,8,7,4,3,0,5,2,6,6,4,2,2,4,5,3,4,0,8,9,2,2,5,3,0,6,2,3,2,2,0,4,全く着用しない,どちらとも言えない,はい
9/13/2022 7:32:11,gqphm,はい,53,はい,1,5,4,0,6,3,0,3,3,2,7,2,5,0,4,3,2,3,1,4,3,2,6,6,4,2,4,4,8,0,0,0,5,2,6,4,9,7,4,5,0,0,0,6,5,4,7,7,3,7,6,4,0,9,0,3,6,6,9,4,5,3,2,6,3,4,6,0,8,10,10,3,4,0,7,0,9,8,3,2,4,2,6,3,5,0,2,4,1,1,6,2,5,3,0,2,7,6,0,6,全く着用しない,ややこだわりがある,はい
9/13/2022 7:32:16,keichan610love,はい,32,はい,6,5,3,6,6,4,4,4,3,6,5,3,2,3,3,3,5,5,5,4,4,6,6,4,5,7,4,3,4,3,4,3,6,3,4,5,4,4,3,4,3,3,2,4,3,3,4,3,4,4,3,5,3,2,3,3,4,5,3,3,4,3,4,3,4,3,4,4,5,4,4,4,3,2,6,4,6,3,5,3,4,4,6,3,3,4,3,6,4,3,4,4,5,6,5,4,3,2,2,3,全く着用しない,ややこだわりがある,はい
9/13/2022 7:32:47,diamante007,はい,46,はい,4,5,4,4,2,6,5,6,6,4,8,4,7,4,4,4,5,5,7,6,7,7,5,7,4,7,4,4,6,3,2,1,1,4,6,5,7,6,3,7,2,2,3,6,4,6,8,7,1,6,6,4,4,3,5,3,5,6,6,6,6,3,4,7,5,6,6,4,8,8,9,4,6,2,5,5,6,8,6,7,5,6,5,6,4,0,4,4,3,2,6,5,6,6,5,5,4,2,1,3,月に1~2回,ややこだわりがある,はい
9/13/2022 7:38:52,chikuwa_kr,はい,40,はい,3,2,3,4,7,7,3,3,3,3,3,2,3,3,4,1,2,5,0,0,0,0,2,0,3,2,3,2,4,0,0,3,3,0,2,2,7,0,7,1,0,0,2,3,0,1,3,0,1,5,0,6,0,5,3,3,0,0,3,0,0,0,0,0,7,3,0,0,8,8,0,3,4,0,0,0,0,0,2,0,0,0,8,0,4,0,0,8,3,0,0,0,0,2,0,4,0,1,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 7:38:56,Tama5,はい,26,はい,7,0,0,0,6,4,0,7,6,3,6,1,4,0,1,0,0,1,1,0,0,0,2,6,1,0,0,5,2,0,2,0,2,0,3,3,6,5,8,6,0,0,2,9,0,8,7,3,5,6,6,1,4,9,0,0,0,4,5,0,5,0,2,1,0,2,0,5,7,7,6,0,6,0,6,0,9,0,0,0,2,6,0,0,9,0,6,6,1,7,0,0,0,1,0,7,0,0,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 7:41:10,tencarry,はい,45,はい,4,1,0,1,7,5,1,3,3,2,5,1,2,3,1,1,2,4,2,5,3,2,2,1,7,2,3,5,5,2,3,4,3,4,5,2,5,2,3,1,1,1,2,3,3,4,3,3,5,6,2,6,0,2,0,1,0,6,4,1,1,1,2,0,0,0,1,3,7,3,4,2,3,0,5,4,7,2,2,1,5,3,3,1,4,0,9,8,2,5,1,3,0,5,2,4,1,4,0,8,全く着用しない,あまりこだわりがない,はい
9/13/2022 7:42:06,gos_2968,はい,46,はい,8,4,5,2,7,8,6,8,6,3,8,2,2,1,3,2,2,2,3,6,4,3,7,3,6,3,4,3,7,3,2,3,7,2,2,3,9,8,7,7,4,3,3,6,4,6,3,8,6,7,6,7,3,8,1,1,2,7,7,1,0,0,1,7,3,2,8,6,9,8,8,4,6,0,8,4,9,6,9,2,3,3,2,3,6,2,7,8,4,8,3,7,6,8,3,4,3,8,0,8,全く着用しない,あまりこだわりがない,はい
9/13/2022 7:43:08,mao_nozaki,はい,44,はい,2,1,1,0,8,0,0,6,0,0,2,1,1,0,2,1,0,4,1,0,0,4,6,0,5,3,0,1,2,0,0,0,8,2,2,0,6,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,2,1,2,1,0,0,1,0,2,1,3,1,4,0,0,2,1,0,0,0,4,4,0,0,2,3,2,6,1,0,0,5,0,1,全く着用しない,あまりこだわりがない,はい
9/13/2022 7:45:31,riku_a,はい,54,はい,5,3,1,2,3,4,0,4,3,3,6,2,1,2,4,2,1,3,4,3,2,2,5,5,4,3,2,4,6,0,6,3,8,1,6,5,4,6,2,3,3,0,2,6,6,6,5,4,3,9,7,3,2,6,2,1,0,5,6,3,4,5,3,3,2,3,3,3,4,7,6,4,4,1,6,2,7,2,2,2,3,7,4,1,2,1,9,8,5,5,2,3,3,4,2,5,3,3,0,2,全く着用しない,非常にこだわりがある,はい
9/13/2022 7:46:29,miyuryu,はい,55,はい,2,3,0,10,6,4,5,6,4,7,9,5,1,8,3,1,10,9,3,7,3,5,10,3,6,9,6,1,5,3,4,6,2,1,7,8,3,2,0,7,1,2,5,4,5,6,0,2,4,2,1,6,0,3,1,0,4,3,2,0,1,3,4,0,0,1,7,2,6,8,6,4,2,0,5,4,6,1,0,2,1,5,4,1,6,2,7,6,2,0,6,4,0,1,3,0,1,6,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 7:46:36,mekimeki,はい,25,はい,3,6,1,2,2,1,1,1,1,0,3,1,4,1,2,1,2,1,1,0,2,1,1,2,1,2,3,2,1,1,0,0,0,0,3,0,1,6,1,2,0,1,1,6,7,5,2,5,2,5,1,0,0,5,0,5,3,6,5,1,1,3,1,1,5,2,2,6,5,2,7,2,3,1,7,5,6,7,1,2,1,1,1,0,4,1,7,3,1,2,5,1,1,5,1,7,1,1,0,6,全く着用しない,どちらとも言えない,はい
9/13/2022 7:47:05,kyaitokosan2,はい,40,はい,5,3,3,2,7,6,6,4,2,4,6,5,0,3,3,3,1,1,5,1,1,0,5,7,6,6,4,4,8,6,6,4,5,3,8,6,8,8,6,8,0,0,1,9,4,9,1,3,7,8,6,6,0,10,0,2,0,10,10,0,1,6,0,1,0,1,5,4,9,8,9,6,4,2,5,3,8,3,4,2,6,7,6,0,2,0,8,8,6,8,2,5,2,5,1,5,1,5,0,5,全く着用しない,あまりこだわりがない,はい
9/13/2022 7:50:04,Anri8904,はい,33,はい,7,3,1,2,7,3,1,4,8,5,8,6,3,3,7,3,2,5,7,2,2,2,7,6,3,3,3,1,9,3,2,6,7,2,1,3,5,7,3,8,2,2,3,7,5,4,3,2,2,4,2,1,0,7,2,1,2,8,10,2,2,3,2,1,0,2,7,2,10,9,7,2,1,0,5,3,10,7,3,1,2,1,1,1,3,1,10,8,0,2,2,2,7,4,1,1,2,5,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 7:51:18,suxsun0147,はい,40,はい,6,6,6,2,5,5,3,5,8,5,8,5,9,9,8,6,3,6,8,3,5,5,6,9,6,6,6,8,9,3,2,2,2,1,8,2,6,8,6,7,2,4,1,9,6,5,7,9,2,8,5,6,2,9,1,0,1,7,8,6,7,6,2,8,6,6,9,8,9,9,9,5,8,0,1,2,9,9,8,2,5,6,7,6,8,1,8,8,5,9,8,5,8,5,1,1,2,2,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 7:56:55,ranran_p,はい,35,はい,4,0,8,0,0,7,0,0,0,0,2,0,0,0,1,1,2,0,2,0,4,3,6,8,0,1,5,1,9,1,3,0,0,0,0,0,0,10,0,1,0,0,0,7,7,7,0,5,0,0,8,0,0,9,0,0,0,8,9,0,7,0,2,5,0,3,8,0,7,9,9,8,0,0,0,0,6,8,0,6,4,4,0,0,7,0,7,8,0,2,7,0,3,0,0,0,0,2,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 7:57:36,elupin11,はい,39,はい,6,7,1,1,6,0,0,2,5,2,3,1,1,5,6,1,6,6,1,2,6,0,7,1,0,1,6,3,7,0,0,0,0,0,1,3,6,4,6,4,2,2,0,8,2,6,6,7,1,0,1,1,0,3,0,0,0,0,6,6,2,5,1,7,1,0,3,2,8,8,4,4,3,0,0,2,4,5,8,4,3,4,3,2,2,0,6,8,6,3,3,5,3,3,0,1,0,6,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 7:58:29,minaramuki,はい,46,はい,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,3,0,2,0,1,0,0,2,0,0,0,0,2,5,0,1,0,0,0,2,0,1,0,5,0,1,全く着用しない,非常にこだわりがある,はい
9/13/2022 7:58:43,ai0310,はい,38,はい,0,3,0,0,0,2,0,0,1,2,7,2,4,4,0,3,0,0,0,0,0,0,8,3,0,0,0,0,4,0,0,3,0,0,0,1,0,8,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,7,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,全く着用しない,どちらとも言えない,はい
9/13/2022 7:58:46,mini7889,はい,45,はい,0,6,3,6,5,0,0,2,2,3,8,2,2,3,4,1,3,3,3,3,1,4,5,0,4,6,3,1,7,4,3,1,5,2,7,2,4,0,9,4,0,0,6,6,0,3,5,6,0,1,2,6,0,5,0,1,2,2,5,0,0,3,3,4,5,7,0,2,4,1,3,3,1,0,3,0,5,1,5,3,3,3,6,0,3,0,7,6,1,8,0,5,5,6,0,6,3,9,0,6,月に1~2回,どちらとも言えない,はい
9/13/2022 8:00:47,EcodaIQ,はい,26,はい,8,8,5,1,1,2,2,3,3,0,9,1,5,1,1,1,1,1,1,2,1,2,1,2,1,4,2,1,3,0,3,1,2,0,3,2,6,4,3,3,1,0,0,8,1,3,6,0,3,4,4,2,0,2,0,0,0,3,2,1,2,0,1,3,2,4,2,1,7,6,3,0,1,0,1,1,3,5,7,1,3,1,1,2,1,0,2,7,1,5,1,2,3,2,2,1,1,2,1,1,全く着用しない,非常にこだわりがある,はい
9/13/2022 8:01:24,mayuriho,はい,42,はい,7,0,4,1,3,6,1,6,10,4,8,9,4,9,8,4,3,8,7,6,1,0,9,4,1,0,8,0,8,4,8,0,0,3,1,2,8,2,3,4,0,0,1,8,0,0,10,10,10,0,6,0,0,9,0,0,1,6,6,7,4,1,2,6,0,5,4,2,1,7,5,6,4,0,9,4,7,8,4,1,4,3,0,6,1,0,9,8,0,0,1,1,3,0,1,0,0,7,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 8:02:18,miich0212,はい,41,はい,7,3,2,1,0,0,0,5,1,3,10,0,5,0,0,0,5,7,5,5,2,5,8,6,2,2,0,8,5,1,0,3,0,0,8,5,10,7,6,5,0,0,0,2,3,3,6,5,0,9,0,5,3,4,4,0,0,4,3,5,4,0,2,2,5,3,4,2,8,10,5,1,8,0,3,0,5,3,3,3,0,2,6,0,4,0,4,10,0,6,2,0,5,3,0,0,4,0,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 8:02:36,taka-kei,はい,29,はい,2,3,0,3,3,4,1,1,5,5,0,4,1,1,2,1,4,3,2,0,1,2,2,1,2,4,2,2,4,2,1,8,1,0,2,1,3,0,2,1,0,1,2,0,5,4,2,2,1,7,1,5,0,6,0,0,0,3,4,0,1,3,2,0,1,1,2,5,5,4,7,5,2,0,3,2,5,1,1,1,1,2,6,0,3,3,7,5,5,3,1,3,1,4,1,5,1,4,0,2,全く着用しない,ややこだわりがある,はい
9/13/2022 8:04:05,michi06,はい,38,はい,2,5,10,4,2,5,6,7,5,4,9,8,2,2,3,3,4,5,4,4,2,3,10,5,4,7,3,5,9,1,1,7,6,2,3,2,1,8,3,4,1,1,1,2,2,6,3,2,1,7,3,2,1,9,3,1,1,5,6,1,1,0,0,1,1,3,4,1,3,5,6,2,0,1,5,0,5,2,3,1,2,1,1,1,1,1,2,3,1,3,1,1,2,1,1,3,1,3,1,2,全く着用しない,ややこだわりがある,はい
9/13/2022 8:04:25,mihotaro_,はい,43,はい,4,7,1,0,7,1,0,2,3,3,4,1,0,0,6,4,4,3,6,3,1,1,10,5,3,2,0,0,7,0,0,0,1,0,1,2,4,2,1,3,0,1,1,2,1,3,4,5,0,4,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,5,1,5,7,5,2,3,0,1,1,5,4,1,0,1,1,2,0,0,0,1,1,0,0,5,2,1,2,1,0,1,0,0,0,全く着用しない,ややこだわりがある,はい
9/13/2022 8:05:08,shaco_chan,はい,51,はい,5,1,2,1,1,1,0,0,0,1,4,0,1,0,2,1,1,1,1,1,1,1,2,4,1,1,2,2,3,1,1,1,1,0,3,1,2,3,2,3,1,1,1,1,1,3,1,3,1,3,2,1,0,2,0,0,0,2,4,0,0,1,1,2,1,1,2,1,1,5,3,1,1,0,2,1,7,4,3,0,0,1,1,1,1,0,2,3,1,1,1,1,1,1,1,1,1,2,0,1,全く着用しない,ややこだわりがある,はい
9/13/2022 8:05:56,m_y_works,はい,44,はい,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,6,8,3,3,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,9,6,0,0,0,3,0,2,2,4,0,4,3,0,0,0,0,0,3,0,9,9,0,0,0,0,0,7,6,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 8:06:21,bell8010,はい,63,はい,8,7,3,3,5,5,2,4,2,1,7,3,4,3,4,5,3,4,4,4,5,5,6,6,7,5,4,3,7,2,3,3,5,1,2,3,6,5,5,4,2,3,2,7,5,7,6,7,4,7,7,5,5,4,4,1,2,7,6,4,5,4,4,6,2,3,8,4,7,7,7,4,6,1,8,7,9,5,8,5,5,7,4,3,2,2,8,9,2,4,6,5,7,9,6,5,5,5,1,3,月に1~2回,ややこだわりがある,はい
9/13/2022 8:08:02,zgmfxx,はい,44,はい,1,0,1,4,6,0,1,2,6,0,0,3,3,5,2,6,7,8,0,0,0,2,4,0,5,6,3,0,0,1,1,4,6,0,0,5,2,0,1,3,0,2,0,0,5,6,4,3,2,2,5,1,0,7,0,0,0,1,4,0,0,0,0,3,1,3,0,1,3,4,1,1,0,0,0,1,3,0,6,2,1,1,0,0,0,4,6,4,0,0,0,0,3,5,2,1,0,0,0,5,全く着用しない,どちらとも言えない,はい
9/13/2022 8:09:09,ChouChou,はい,41,はい,2,3,1,0,2,4,1,1,3,1,4,1,4,3,6,3,4,1,3,1,4,2,1,4,2,1,4,6,6,3,2,4,2,0,5,2,7,2,2,6,3,1,0,4,3,6,4,1,2,4,1,3,1,0,0,0,1,3,6,1,1,3,2,2,1,4,1,1,2,1,2,0,3,0,1,2,5,4,4,2,2,4,7,2,1,1,0,4,2,7,5,3,1,2,3,4,3,2,1,3,全く着用しない,どちらとも言えない,はい
9/13/2022 8:09:25,kuro-28,はい,43,はい,6,2,2,1,5,5,1,4,2,1,5,2,5,3,4,3,2,2,2,6,5,3,6,6,4,4,7,3,0,1,4,4,4,3,9,2,10,6,8,6,2,8,2,6,1,2,7,6,5,0,6,9,1,1,3,3,3,2,2,3,2,2,4,5,5,4,9,2,8,10,9,2,9,1,6,3,7,4,7,2,2,7,8,2,6,2,5,7,2,7,3,4,5,5,3,3,4,7,1,6,全く着用しない,ややこだわりがある,はい
9/13/2022 8:11:31,sasaki15ju,はい,25,はい,2,2,8,7,3,5,1,0,0,7,8,6,2,0,3,3,3,7,3,3,0,6,0,7,2,2,2,6,7,0,5,5,2,2,2,0,8,2,8,8,0,0,0,9,0,9,6,3,3,3,3,3,0,0,0,0,0,0,7,2,4,2,7,1,0,7,6,3,6,6,7,3,7,1,6,0,0,0,3,0,1,6,7,0,0,0,7,10,2,0,0,1,6,8,1,3,2,0,0,0,全く着用しない,どちらとも言えない,はい
9/13/2022 8:11:58,sr2824,はい,38,はい,6,1,0,2,6,4,0,0,1,3,7,0,1,0,3,2,0,3,7,0,1,1,6,8,4,2,0,0,9,2,1,3,9,0,5,3,8,10,6,4,0,1,0,2,6,10,3,2,0,10,3,1,0,8,0,0,0,9,10,0,4,0,2,0,0,2,10,0,9,8,8,1,0,0,7,2,7,1,0,2,1,0,3,0,0,0,8,7,1,0,6,1,1,0,0,6,4,3,0,3,全く着用しない,ややこだわりがある,はい
9/13/2022 8:13:39,meicha,はい,46,はい,2,1,1,5,4,3,5,1,3,5,7,1,0,2,1,0,4,5,5,1,1,2,7,7,0,1,8,5,10,1,1,7,1,0,7,8,6,7,5,6,0,0,3,0,9,10,5,2,6,10,2,2,0,10,0,0,1,6,8,0,8,8,8,0,0,1,9,3,7,8,9,8,5,0,5,5,10,5,1,2,0,2,6,0,0,0,10,9,0,10,2,1,1,7,4,7,5,6,0,9,全く着用しない,どちらとも言えない,はい
9/13/2022 8:13:43,yuuxouuka,はい,26,はい,6,4,2,4,4,4,3,2,3,3,5,0,0,1,0,0,0,0,1,0,0,0,1,3,2,3,1,3,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,2,2,2,0,0,4,3,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,2,6,5,0,2,0,1,0,5,0,0,1,0,0,1,0,1,0,0,5,0,0,3,0,0,5,3,1,3,0,0,7,全く着用しない,ややこだわりがある,はい
